08052921;Institut Eugeni d'Ors;Públic;L'Hospitalet de Llobregat
08053649;L'Escorça;Privat;L'Hospitalet de Llobregat
08053871;LLI privada La Gua-Gua;Privat;L'Hospitalet de Llobregat
08053893;EB privada Patufet;Privat;L'Hospitalet de Llobregat
08054496;LLI privada Los Angeles;Privat;L'Hospitalet de Llobregat
08055944;Institut Rubió i Ors;Públic;L'Hospitalet de Llobregat
08056109;Institut Can Vilumara;Públic;L'Hospitalet de Llobregat
08057679;CFA Bellvitge-Gornal;Públic;L'Hospitalet de Llobregat
08057874;CFA Catalònia;Públic;L'Hospitalet de Llobregat
08057965;CFA Can Serra;Públic;L'Hospitalet de Llobregat
08057989;Esc. de Música Haro;Privat;L'Hospitalet de Llobregat
08059081;LLI privada Els Joglars;Privat;L'Hospitalet de Llobregat
08059305;LLI privada L'Estel Blau;Privat;L'Hospitalet de Llobregat
08059950;Pau Casals;Privat;L'Hospitalet de Llobregat
08061531;LLI privada El Guirigall;Privat;L'Hospitalet de Llobregat
08062110;CFA Sanfeliu;Públic;L'Hospitalet de Llobregat
08062481;CFA Sant Josep;Públic;L'Hospitalet de Llobregat
08062493;CFA Sant Ramon;Públic;L'Hospitalet de Llobregat
08062584;LLI privada Paf, El Drac Màgic;Privat;L'Hospitalet de Llobregat
08063311;Llar d'infants Casa dels Arbres;Públic;L'Hospitalet de Llobregat
08063485;Avantis;Privat;L'Hospitalet de Llobregat
08066668;A. Hospitalària Hospital de Dia Miralta;Públic;L'Hospitalet de Llobregat
08067016;Escola Ernest Lluch;Públic;L'Hospitalet de Llobregat
08067983;Llar d'infants La Casa del Molí;Públic;L'Hospitalet de Llobregat
08068288;EB privada Nova Fortuny;Privat;L'Hospitalet de Llobregat
08068963;Esc. de Música Mpal.de l'Hospitalet de Llobre.Centre de les Arts;Públic;L'Hospitalet de Llobregat
08069736;Escola Paco Candel;Públic;L'Hospitalet de Llobregat
08070477;LLI privada El Guirigall de Sauri;Privat;L'Hospitalet de Llobregat
08070489;LLI privada Ding Dong;Privat;L'Hospitalet de Llobregat
08071123;Escola Bressol La Casa dels Contes;Públic;L'Hospitalet de Llobregat
08071135;Escola Bressol La Casa del Parc;Públic;L'Hospitalet de Llobregat
08071871;Escola Bressol La Casa de les Flors;Públic;L'Hospitalet de Llobregat
08072462;Escola Bressol La Casa de la Muntanya;Públic;L'Hospitalet de Llobregat
08072668;Escola de Dansa Catalunya;Privat;L'Hospitalet de Llobregat
08075165;El Repartidor;Privat;L'Hospitalet de Llobregat
08075918;Euses Formació;Privat;L'Hospitalet de Llobregat
08075992;IFP-Innovación en Formación Profesional;Privat;L'Hospitalet de Llobregat
08076111;Institut Jaume Botey;Públic;L'Hospitalet de Llobregat
08076169;Institut Escola Gornal;Públic;L'Hospitalet de Llobregat
08076467;Institut Escola Pere Lliscart;Públic;L'Hospitalet de Llobregat
08076698;LLI privada L'Estrella;Privat;L'Hospitalet de Llobregat
08076935;Institut Escola Puig i Gairalt;Públic;L'Hospitalet de Llobregat
08077538;Hospital de Dia per a Adolescents de Collblanc;Públic;L'Hospitalet de Llobregat
08077551;Cons. de Música Municipal de l'Hospitalet;Públic;L'Hospitalet de Llobregat
08077940;Escola Maria Miret;Públic;L'Hospitalet de Llobregat
